Player ID,Team,Stolen Bases (SB),Caught Stealing (CS),Stolen Bases Percentage
barrejo01,Career,SB,CS,SB%
barrejo01,5 Years,69,-,-
mcmanma01,Team,SB,CS,SB%
mcmanma01,1920 Browns,0,0,.000
mcmanma01,1921 Browns,5,3,.625
mcmanma01,1922 Browns,9,6,.600
mcmanma01,1923 Browns,14,10,.583
mcmanma01,1924 Browns,13,9,.591
mcmanma01,1925 Browns,5,11,.313
mcmanma01,1926 Browns,5,7,.417
mcmanma01,1927 Tigers,8,7,.533
mcmanma01,1928 Tigers,11,13,.458
mcmanma01,1929 Tigers,16,11,.593
mcmanma01,1930 Tigers,23,8,.742
mcmanma01,1931 Tigers,7,3,.700
mcmanma01,1931 Red Sox,1,1,.500
mcmanma01,1932 Red Sox,1,2,.333
mcmanma01,1933 Red Sox,3,0,1.000
mcmanma01,1934 Braves,5,-,-
mcmanma01,Career,SB,CS,SB%
mcmanma01,15 Years,126,91,.581
raineti01,Team,SB,CS,SB%
raineti01,1979 Expos,2,0,1.000
raineti01,1980 Expos,5,0,1.000
raineti01,1981 Expos,71,11,.866
raineti01,1982 Expos,78,16,.830
raineti01,1983 Expos,90,14,.865
raineti01,1984 Expos,75,10,.882
raineti01,1985 Expos,70,9,.886
raineti01,1986 Expos,70,9,.886
raineti01,1987 Expos,50,5,.909
raineti01,1988 Expos,33,7,.825
raineti01,1989 Expos,41,9,.820
raineti01,1990 Expos,49,16,.754
raineti01,1991 White Sox,51,15,.773
raineti01,1992 White Sox,45,6,.882
raineti01,1993 White Sox,21,7,.750
raineti01,1994 White Sox,13,0,1.000
raineti01,1995 White Sox,13,2,.867
raineti01,1996 Yankees,10,1,.909
raineti01,1997 Yankees,8,5,.615
raineti01,1998 Yankees,8,3,.727
raineti01,1999 Athletics,4,1,.800
raineti01,2001 Expos,1,0,1.000
raineti01,2001 Orioles,0,0,.000
raineti01,2002 Marlins,0,0,.000
raineti01,Career,SB,CS,SB%
raineti01,23 Years,808,146,.847
castilu01,Team,SB,CS,SB%
castilu01,1996 Marlins,17,4,.810
castilu01,1997 Marlins,16,10,.615
castilu01,1998 Marlins,3,0,1.000
castilu01,1999 Marlins,50,17,.746
castilu01,2000 Marlins,62,22,.738
castilu01,2001 Marlins,33,16,.673
castilu01,2002 Marlins,48,15,.762
castilu01,2003 Marlins,21,19,.525
castilu01,2004 Marlins,21,4,.840
castilu01,2005 Marlins,10,7,.588
castilu01,2006 Twins,25,11,.694
castilu01,2007 Twins,9,4,.692
castilu01,2007 Mets,10,2,.833
castilu01,2008 Mets,17,2,.895
castilu01,2009 Mets,20,6,.769
castilu01,2010 Mets,8,3,.727
castilu01,Career,SB,CS,SB%
castilu01,15 Years,370,142,.723
beschbo01,Team,SB,CS,SB%
beschbo01,1908 Reds,10,-,-
beschbo01,1909 Reds,54,-,-
beschbo01,1910 Reds,70,-,-
beschbo01,1911 Reds,80,-,-
beschbo01,1912 Reds,67,-,-
beschbo01,1913 Reds,38,22,.633
beschbo01,1914 Giants,36,-,-
beschbo01,1915 Cardinals,27,19,.587
beschbo01,1916 Cardinals,39,12,.765
beschbo01,1917 Cardinals,3,-,-
beschbo01,1918 Indians,3,-,-
beschbo01,Career,SB,CS,SB%
beschbo01,11 Years,427,53,.890
ellsbja01,Team,SB,CS,SB%
ellsbja01,2007 Red Sox,9,0,1.000
ellsbja01,2008 Red Sox,50,11,.820
ellsbja01,2009 Red Sox,70,12,.854
ellsbja01,2010 Red Sox,7,1,.875
ellsbja01,2011 Red Sox,39,15,.722
ellsbja01,2012 Red Sox,14,3,.824
ellsbja01,2013 Red Sox,52,4,.929
ellsbja01,2014 Yankees,39,5,.886
ellsbja01,2015 Yankees,21,9,.700
ellsbja01,2016 Yankees,20,8,.714
ellsbja01,2017 Yankees,22,3,.880
ellsbja01,Career,SB,CS,SB%
ellsbja01,11 Years,343,71,.829
davisra01,Team,SB,CS,SB%
davisra01,2006 Pirates,1,3,.250
davisra01,2007 Pirates,5,2,.714
davisra01,2007 Giants,17,4,.810
davisra01,2008 Giants,4,0,1.000
davisra01,2008 Athletics,25,6,.806
davisra01,2009 Athletics,41,12,.774
davisra01,2010 Athletics,50,11,.820
davisra01,2011 Blue Jays,34,11,.756
davisra01,2012 Blue Jays,46,13,.780
davisra01,2013 Blue Jays,45,6,.882
davisra01,2014 Tigers,36,11,.766
davisra01,2015 Tigers,18,8,.692
davisra01,2016 Indians,43,6,.878
davisra01,2017 Athletics,26,6,.813
davisra01,2017 Red Sox,3,1,.750
davisra01,2018 Indians,21,7,.750
davisra01,2019 Mets,0,1,.000
davisra01,Career,SB,CS,SB%
davisra01,14 Years,415,108,.793
reisepe01,Team,SB,CS,SB%
reisepe01,1940 Dodgers,2,6,.250
reisepe01,1941 Dodgers,4,5,.444
reisepe01,1942 Dodgers,20,1,.952
reisepe01,1946 Dodgers,34,11,.756
reisepe01,1947 Dodgers,14,11,.560
reisepe01,1948 Dodgers,4,1,.800
reisepe01,1949 Braves,3,1,.750
reisepe01,1950 Braves,1,0,1.000
reisepe01,1951 Pirates,4,2,.667
reisepe01,1952 Indians,1,1,.500
reisepe01,Career,SB,CS,SB%
reisepe01,10 Years,87,39,.690
brutobi01,Team,SB,CS,SB%
brutobi01,1953 Braves,26,11,.703
brutobi01,1954 Braves,34,13,.723
brutobi01,1955 Braves,25,11,.694
brutobi01,1956 Braves,8,6,.571
brutobi01,1957 Braves,11,4,.733
brutobi01,1958 Braves,4,1,.800
brutobi01,1959 Braves,13,5,.722
brutobi01,1960 Braves,22,13,.629
brutobi01,1961 Tigers,22,6,.786
brutobi01,1962 Tigers,14,7,.667
brutobi01,1963 Tigers,14,7,.667
brutobi01,1964 Tigers,14,5,.737
brutobi01,Career,SB,CS,SB%
brutobi01,12 Years,207,89,.699
cabreev01,Team,SB,CS,SB%
cabreev01,2009 Padres,25,8,.758
cabreev01,2010 Padres,10,6,.625
cabreev01,2011 Padres,2,0,1.000
cabreev01,2012 Padres,44,4,.917
cabreev01,2013 Padres,37,12,.755
cabreev01,2014 Padres,18,8,.692
cabreev01,2015 Orioles,2,0,1.000
cabreev01,Career,SB,CS,SB%
cabreev01,7 Years,138,38,.784
friscfr01,Team,SB,CS,SB%
friscfr01,1919 Giants,15,8,.652
friscfr01,1920 Giants,34,11,.756
friscfr01,1921 Giants,49,13,.790
friscfr01,1922 Giants,31,17,.646
friscfr01,1923 Giants,29,12,.707
friscfr01,1924 Giants,22,9,.710
friscfr01,1925 Giants,21,12,.636
friscfr01,1926 Giants,23,16,.590
friscfr01,1927 Cardinals,48,13,.787
friscfr01,1928 Cardinals,29,7,.806
friscfr01,1929 Cardinals,24,12,.667
friscfr01,1930 Cardinals,15,10,.600
friscfr01,1931 Cardinals,28,12,.700
friscfr01,1932 Cardinals,18,9,.667
friscfr01,1933 Cardinals,18,8,.692
friscfr01,1934 Cardinals,11,4,.733
friscfr01,1935 Cardinals,2,2,.500
friscfr01,1936 Cardinals,2,7,.222
friscfr01,1937 Cardinals,0,0,.000
friscfr01,Career,SB,CS,SB%
friscfr01,19 Years,419,182,.697
donovpa01,Team,SB,CS,SB%
donovpa01,1890 Beaneaters,10,-,-
donovpa01,1890 Bridegrooms,3,-,-
donovpa01,1891 Colonels,27,-,-
donovpa01,1891 Senators,1,-,-
donovpa01,1892 Senators,16,-,-
donovpa01,1892 Pirates,40,-,-
donovpa01,1893 Pirates,46,-,-
donovpa01,1894 Pirates,41,-,-
donovpa01,1895 Pirates,36,-,-
donovpa01,1896 Pirates,48,-,-
donovpa01,1897 Pirates,34,-,-
donovpa01,1898 Pirates,41,-,-
donovpa01,1899 Pirates,26,-,-
donovpa01,1900 Cardinals,45,-,-
donovpa01,1901 Cardinals,28,-,-
donovpa01,1902 Cardinals,34,-,-
donovpa01,1903 Cardinals,25,-,-
donovpa01,1904 Senators,17,-,-
donovpa01,1906 Superbas,0,-,-
donovpa01,1907 Superbas,0,-,-
donovpa01,Career,SB,CS,SB%
donovpa01,17 Years,518,-,-
carrch02,Team,SB,CS,SB%
carrch02,1990 Mets,1,0,1.000
carrch02,1991 Mets,1,0,1.000
carrch02,1992 Cardinals,10,2,.833
carrch02,1993 Marlins,58,22,.725
carrch02,1994 Marlins,32,8,.800
carrch02,1995 Marlins,25,11,.694
carrch02,1996 Brewers,5,4,.556
carrch02,1997 Brewers,1,0,1.000
carrch02,1997 Astros,11,5,.688
carrch02,Career,SB,CS,SB%
carrch02,8 Years,144,52,.735
reesepe01,Team,SB,CS,SB%
reesepe01,1940 Dodgers,15,8,.652
reesepe01,1941 Dodgers,10,6,.625
reesepe01,1942 Dodgers,15,10,.600
reesepe01,1946 Dodgers,10,12,.455
reesepe01,1947 Dodgers,7,7,.500
reesepe01,1948 Dodgers,25,3,.893
reesepe01,1949 Dodgers,26,4,.867
reesepe01,1950 Dodgers,17,4,.810
reesepe01,1951 Dodgers,20,14,.588
reesepe01,1952 Dodgers,30,5,.857
reesepe01,1953 Dodgers,22,6,.786
reesepe01,1954 Dodgers,8,5,.615
reesepe01,1955 Dodgers,8,7,.533
reesepe01,1956 Dodgers,13,4,.765
reesepe01,1957 Dodgers,5,2,.714
reesepe01,1958 Dodgers,1,2,.333
reesepe01,Career,SB,CS,SB%
reesepe01,16 Years,232,99,.701
andreed01,Team,SB,CS,SB%
andreed01,1884 Phillies,-,-,-
andreed01,1885 Phillies,-,-,-
andreed01,1886 Phillies,56,-,-
andreed01,1887 Phillies,57,-,-
andreed01,1888 Phillies,35,-,-
andreed01,1889 Phillies,7,-,-
andreed01,1889 Hoosiers,7,-,-
andreed01,1890 Wonders,21,-,-
andreed01,1891 Kelly's Killers,22,-,-
andreed01,Career,SB,CS,SB%
andreed01,8 Years,205,-,-
bournmi01,Team,SB,CS,SB%
bournmi01,2006 Phillies,1,2,.333
bournmi01,2007 Phillies,18,1,.947
bournmi01,2008 Astros,41,10,.804
bournmi01,2009 Astros,61,12,.836
bournmi01,2010 Astros,52,12,.813
bournmi01,2011 Astros,39,7,.848
bournmi01,2011 Braves,22,7,.759
bournmi01,2012 Braves,42,13,.764
bournmi01,2013 Indians,23,12,.657
bournmi01,2014 Indians,10,6,.625
bournmi01,2015 Indians,13,5,.722
bournmi01,2015 Braves,4,2,.667
bournmi01,2016 Diamondbacks,13,5,.722
bournmi01,2016 Orioles,2,0,1.000
bournmi01,Career,SB,CS,SB%
bournmi01,11 Years,341,94,.784
pierrju01,Team,SB,CS,SB%
pierrju01,2000 Rockies,7,6,.538
pierrju01,2001 Rockies,46,17,.730
pierrju01,2002 Rockies,47,12,.797
pierrju01,2003 Marlins,65,20,.765
pierrju01,2004 Marlins,45,24,.652
pierrju01,2005 Marlins,57,17,.770
pierrju01,2006 Cubs,58,20,.744
pierrju01,2007 Dodgers,64,15,.810
pierrju01,2008 Dodgers,40,12,.769
pierrju01,2009 Dodgers,30,12,.714
pierrju01,2010 White Sox,68,18,.791
pierrju01,2011 White Sox,27,17,.614
pierrju01,2012 Phillies,37,7,.841
pierrju01,2013 Marlins,23,6,.793
pierrju01,Career,SB,CS,SB%
pierrju01,14 Years,614,203,.752
merriwh01,Team,SB,CS,SB%
merriwh01,2016 Royals,8,3,.727
merriwh01,2017 Royals,34,8,.810
merriwh01,2018 Royals,45,10,.818
merriwh01,2019 Royals,20,10,.667
merriwh01,2020 Royals,12,3,.800
merriwh01,2021 Royals,40,4,.909
merriwh01,2022 Royals,15,3,.833
merriwh01,2022 Blue Jays,1,2,.333
merriwh01,2023 Blue Jays,26,10,.722
merriwh01,2024 Phillies,11,1,.917
merriwh01,2024 Braves,6,2,.750
merriwh01,Career,SB,CS,SB%
merriwh01,9 Years,218,56,.796
careyma01,Team,SB,CS,SB%
careyma01,1910 Pirates,0,-,-
careyma01,1911 Pirates,27,-,-
careyma01,1912 Pirates,45,22,.672
careyma01,1913 Pirates,61,17,.782
careyma01,1914 Pirates,38,20,.655
careyma01,1915 Pirates,36,17,.679
careyma01,1916 Pirates,63,19,.768
careyma01,1917 Pirates,46,16,.742
careyma01,1918 Pirates,58,20,.744
careyma01,1919 Pirates,18,11,.621
careyma01,1920 Pirates,52,10,.839
careyma01,1921 Pirates,37,12,.755
careyma01,1922 Pirates,51,2,.962
careyma01,1923 Pirates,51,8,.864
careyma01,1924 Pirates,49,13,.790
careyma01,1925 Pirates,46,11,.807
careyma01,1926 Pirates,10,5,.667
careyma01,1926 Robins,0,2,.000
careyma01,1927 Robins,32,7,.821
careyma01,1928 Robins,18,3,.857
careyma01,1929 Robins,0,0,.000
careyma01,Career,SB,CS,SB%
careyma01,20 Years,738,215,.774
ashburi01,Team,SB,CS,SB%
ashburi01,1948 Phillies,32,20,.615
ashburi01,1949 Phillies,9,12,.429
ashburi01,1950 Phillies,14,17,.452
ashburi01,1951 Phillies,29,6,.829
ashburi01,1952 Phillies,16,11,.593
ashburi01,1953 Phillies,14,6,.700
ashburi01,1954 Phillies,11,8,.579
ashburi01,1955 Phillies,12,10,.545
ashburi01,1956 Phillies,10,1,.909
ashburi01,1957 Phillies,13,10,.565
ashburi01,1958 Phillies,30,12,.714
ashburi01,1959 Phillies,9,11,.450
ashburi01,1960 Cubs,16,4,.800
ashburi01,1961 Cubs,7,6,.538
ashburi01,1962 Mets,12,7,.632
ashburi01,Career,SB,CS,SB%
ashburi01,15 Years,234,141,.624
cruzon01,Team,SB,CS,SB%
cruzon01,2021 Pirates,0,0,.000
cruzon01,2022 Pirates,11,4,.733
cruzon01,2023 Pirates,3,0,1.000
cruzon01,2024 Pirates,22,1,.957
cruzon01,2025 Pirates,38,5,.884
cruzon01,Career,SB,CS,SB%
cruzon01,5 Years,74,10,.881
lefloro01,Team,SB,CS,SB%
lefloro01,1974 Tigers,23,9,.719
lefloro01,1975 Tigers,28,20,.583
lefloro01,1976 Tigers,58,20,.744
lefloro01,1977 Tigers,39,19,.672
lefloro01,1978 Tigers,68,16,.810
lefloro01,1979 Tigers,78,14,.848
lefloro01,1980 Expos,97,19,.836
lefloro01,1981 White Sox,36,11,.766
lefloro01,1982 White Sox,28,14,.667
lefloro01,Career,SB,CS,SB%
lefloro01,9 Years,455,142,.762
storytr01,Team,SB,CS,SB%
storytr01,2016 Rockies,8,5,.615
storytr01,2017 Rockies,7,2,.778
storytr01,2018 Rockies,27,6,.818
storytr01,2019 Rockies,23,8,.742
storytr01,2020 Rockies,15,3,.833
storytr01,2021 Rockies,20,6,.769
storytr01,2022 Red Sox,13,0,1.000
storytr01,2023 Red Sox,10,3,.769
storytr01,2024 Red Sox,6,3,.667
storytr01,2025 Red Sox,31,1,.969
storytr01,Career,SB,CS,SB%
storytr01,10 Years,160,37,.812
mayswi01,Team,SB,CS,SB%
mayswi01,1951 Giants,7,4,.636
mayswi01,1952 Giants,4,1,.800
mayswi01,1954 Giants,8,5,.615
mayswi01,1955 Giants,24,4,.857
mayswi01,1956 Giants,40,10,.800
mayswi01,1957 Giants,38,19,.667
mayswi01,1958 Giants,31,6,.838
mayswi01,1959 Giants,27,4,.871
mayswi01,1960 Giants,25,10,.714
mayswi01,1961 Giants,18,9,.667
mayswi01,1962 Giants,18,2,.900
mayswi01,1963 Giants,8,3,.727
mayswi01,1964 Giants,19,5,.792
mayswi01,1965 Giants,9,4,.692
mayswi01,1966 Giants,5,1,.833
mayswi01,1967 Giants,6,0,1.000
mayswi01,1968 Giants,12,6,.667
mayswi01,1969 Giants,6,2,.750
mayswi01,1970 Giants,5,0,1.000
mayswi01,1971 Giants,23,3,.885
mayswi01,1972 Giants,3,0,1.000
mayswi01,1972 Mets,1,5,.167
mayswi01,1973 Mets,1,0,1.000
mayswi01,Career,SB,CS,SB%
mayswi01,22 Years,338,103,.766
turnetr01,Team,SB,CS,SB%
turnetr01,2015 Nationals,2,2,.500
turnetr01,2016 Nationals,33,6,.846
turnetr01,2017 Nationals,46,8,.852
turnetr01,2018 Nationals,43,9,.827
turnetr01,2019 Nationals,35,5,.875
turnetr01,2020 Nationals,12,4,.750
turnetr01,2021 Nationals,21,3,.875
turnetr01,2021 Dodgers,11,2,.846
turnetr01,2022 Dodgers,27,3,.900
turnetr01,2023 Phillies,30,0,1.000
turnetr01,2024 Phillies,19,4,.826
turnetr01,2025 Phillies,36,7,.837
turnetr01,Career,SB,CS,SB%
turnetr01,11 Years,315,53,.856
taverfr01,Team,SB,CS,SB%
taverfr01,1971 Pirates,0,0,.000
taverfr01,1972 Pirates,0,0,.000
taverfr01,1974 Pirates,13,4,.765
taverfr01,1975 Pirates,17,6,.739
taverfr01,1976 Pirates,58,11,.841
taverfr01,1977 Pirates,70,18,.795
taverfr01,1978 Pirates,46,25,.648
taverfr01,1979 Pirates,2,1,.667
taverfr01,1979 Mets,42,19,.689
taverfr01,1980 Mets,32,18,.640
taverfr01,1981 Mets,16,4,.800
taverfr01,1982 Expos,4,0,1.000
taverfr01,Career,SB,CS,SB%
taverfr01,11 Years,300,106,.739
verasqu01,Team,SB,CS,SB%
verasqu01,1995 Marlins,56,21,.727
verasqu01,1996 Marlins,8,8,.500
verasqu01,1997 Padres,33,12,.733
verasqu01,1998 Padres,24,9,.727
verasqu01,1999 Padres,30,17,.638
verasqu01,2000 Braves,25,12,.676
verasqu01,2001 Braves,7,4,.636
verasqu01,Career,SB,CS,SB%
verasqu01,7 Years,183,83,.688
jethrsa01,Team,SB,CS,SB%
jethrsa01,1950 Braves,35,9,.795
jethrsa01,1951 Braves,35,5,.875
jethrsa01,1952 Braves,28,9,.757
jethrsa01,1954 Pirates,0,0,.000
jethrsa01,Career,SB,CS,SB%
jethrsa01,4 Years,98,23,.810
patekfr01,Team,SB,CS,SB%
patekfr01,1968 Pirates,18,7,.720
patekfr01,1969 Pirates,15,8,.652
patekfr01,1970 Pirates,8,2,.800
patekfr01,1971 Royals,49,14,.778
patekfr01,1972 Royals,33,7,.825
patekfr01,1973 Royals,36,14,.720
patekfr01,1974 Royals,33,15,.688
patekfr01,1975 Royals,32,7,.821
patekfr01,1976 Royals,51,15,.773
patekfr01,1977 Royals,53,13,.803
patekfr01,1978 Royals,38,11,.776
patekfr01,1979 Royals,11,12,.478
patekfr01,1980 Angels,7,6,.538
patekfr01,1981 Angels,1,0,1.000
patekfr01,Career,SB,CS,SB%
patekfr01,14 Years,385,131,.746
crosefr01,Team,SB,CS,SB%
crosefr01,1932 Yankees,3,2,.600
crosefr01,1933 Yankees,4,1,.800
crosefr01,1934 Yankees,5,6,.455
crosefr01,1935 Yankees,3,1,.750
crosefr01,1936 Yankees,18,7,.720
crosefr01,1937 Yankees,13,7,.650
crosefr01,1938 Yankees,27,12,.692
crosefr01,1939 Yankees,11,7,.611
crosefr01,1940 Yankees,14,8,.636
crosefr01,1941 Yankees,0,2,.000
crosefr01,1942 Yankees,1,1,.500
crosefr01,1943 Yankees,4,4,.500
crosefr01,1944 Yankees,3,0,1.000
crosefr01,1945 Yankees,7,1,.875
crosefr01,1946 Yankees,0,3,.000
crosefr01,1947 Yankees,0,0,.000
crosefr01,1948 Yankees,0,0,.000
crosefr01,Career,SB,CS,SB%
crosefr01,17 Years,113,62,.646
